ID,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,StartDate
1222,45,No,Research & Development,1 miles,Below College,Life Sciences,High,High,Married,"$10,748.00",3,Good,9/3/1998
1223,24,Yes,Human Resources,22 miles,Below College,Human Resources,Very High,High,Married,"$1,555.00",1,Better,2/6/2020
1224,47,Yes,Sales,9 miles,Bachelors,Life Sciences,High,High,Married,"$12,936.00",7,Bad,17/11/1998
1225,26,No,Research & Development,17 miles,Masters,Medical,Very High,High,Married,"$2,305.00",1,Best,10/7/2018
1226,45,No,Research & Development,28 miles,College,Technical Degree,Very High,Medium,Single,"$16,704.00",1,Better,19/9/2000
1227,32,No,Research & Development,10 miles,Bachelors,Life Sciences,Low,High,Married,"$3,433.00",6,Good,6/5/2016
1228,31,No,Research & Development,2 miles,Masters,Life Sciences,Medium,High,Married,"$3,477.00",1,Best,20/6/2016
1229,41,No,Human Resources,4 miles,Bachelors,Human Resources,High,Medium,Married,"$6,430.00",6,Better,4/10/2018
1230,40,No,Research & Development,8 miles,College,Life Sciences,Medium,Low,Married,"$6,516.00",2,Better,8/7/2020
1231,24,No,Research & Development,29 miles,Below College,Medical,Medium,Low,Divorced,"$3,907.00",1,Best,7/4/2015
1232,46,No,Research & Development,13 miles,Masters,Life Sciences,High,Medium,Single,"$5,562.00",6,Better,7/11/2011
1233,35,No,Research & Development,27 miles,Masters,Life Sciences,Very High,High,Married,"$6,883.00",2,Better,4/1/2014
1234,30,No,Research & Development,16 miles,Below College,Life Sciences,Medium,Very High,Married,"$2,862.00",1,Good,3/6/2011
1235,47,No,Sales,2 miles,Masters,Marketing,High,Medium,Married,"$4,978.00",7,Bad,4/7/2020
1236,46,No,Sales,2 miles,Bachelors,Life Sciences,High,Very High,Divorced,"$10,368.00",4,Good,12/5/2011
1237,36,Yes,Sales,13 miles,PhD,Marketing,Medium,Low,Divorced,"$6,134.00",5,Better,9/7/2019
1238,32,Yes,Sales,1 miles,College,Life Sciences,Low,Medium,Single,"$6,735.00",6,Better,19/7/2021
1239,23,No,Research & Development,4 miles,Below College,Medical,High,Medium,Single,"$3,295.00",1,Bad,16/1/2018
1240,31,No,Research & Development,24 miles,Below College,Technical Degree,Very High,Very High,Single,"$5,238.00",2,Good,15/10/2016
1241,39,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,Very High,Married,"$6,472.00",1,Better,25/9/2012
1242,32,No,Sales,19 miles,Bachelors,Life Sciences,Very High,High,Married,"$9,610.00",3,Bad,7/6/2017
1243,40,No,Sales,7 miles,Masters,Medical,Medium,Medium,Single,"$19,833.00",1,Good,4/9/2000
1244,45,No,Human Resources,4 miles,Bachelors,Life Sciences,High,High,Married,"$9,756.00",4,Best,2/7/2016
1245,30,No,Research & Development,2 miles,Masters,Technical Degree,Very High,Low,Single,"$4,968.00",0,Better,1/8/2012
1246,24,No,Human Resources,10 miles,Bachelors,Medical,Low,Very High,Married,"$2,145.00",0,Better,9/10/2019
1247,30,Yes,Human Resources,8 miles,Bachelors,Human Resources,High,Very High,Divorced,"$2,180.00",6,Good,24/8/2017
1248,31,No,Sales,5 miles,Bachelors,Technical Degree,Low,High,Married,"$8,346.00",1,Better,10/7/2016
1249,27,No,Research & Development,8 miles,Bachelors,Medical,High,Very High,Single,"$3,445.00",1,Good,18/8/2015
1250,29,Yes,Sales,9 miles,Bachelors,Marketing,Medium,Medium,Single,"$2,760.00",1,Better,12/3/2019
1251,29,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,High,Single,"$6,294.00",8,Best,6/1/2018
1252,30,No,Sales,15 miles,College,Marketing,High,Low,Divorced,"$7,140.00",2,Better,23/2/2014
1253,34,No,Research & Development,2 miles,Masters,Medical,Very High,Very High,Married,"$2,932.00",0,Better,12/10/2016
1254,33,No,Sales,2 miles,Bachelors,Marketing,Very High,Medium,Single,"$5,147.00",8,Good,8/12/2010
1255,49,No,Sales,11 miles,Masters,Marketing,Very High,Very High,Single,"$4,507.00",3,Best,28/11/2016
1256,33,Yes,Sales,16 miles,Bachelors,Life Sciences,Low,Low,Single,"$8,564.00",2,Good,28/4/2021
1257,38,No,Research & Development,2 miles,College,Medical,High,Medium,Married,"$2,468.00",4,Good,3/7/2015
1258,31,Yes,Sales,16 miles,Masters,Marketing,Low,High,Married,"$8,161.00",2,Better,2/2/2020
1259,29,No,Research & Development,4 miles,Bachelors,Technical Degree,Very High,Low,Divorced,"$2,109.00",1,Better,24/12/2020
1260,30,No,Research & Development,16 miles,Bachelors,Life Sciences,High,High,Married,"$5,294.00",3,Better,1/2/2014
1261,32,No,Research & Development,5 miles,Masters,Technical Degree,Medium,Medium,Single,"$2,718.00",2,Better,12/5/2014
1262,38,No,Research & Development,18 miles,Bachelors,Medical,Medium,Very High,Married,"$5,811.00",3,Better,26/10/2020
1263,43,Yes,Research & Development,17 miles,Bachelors,Technical Degree,High,High,Married,"$2,437.00",9,Better,10/1/2020
1264,42,No,Research & Development,12 miles,Bachelors,Medical,Medium,Medium,Divorced,"$2,766.00",8,Good,4/10/2016
1265,55,No,Research & Development,2 miles,Bachelors,Medical,High,Low,Married,"$19,038.00",8,Better,24/10/2020
1266,33,No,Research & Development,4 miles,Bachelors,Technical Degree,Very High,Medium,Divorced,"$3,055.00",5,Good,20/1/2012
1267,41,No,Research & Development,9 miles,Masters,Life Sciences,High,Low,Divorced,"$2,289.00",1,Better,4/5/2016
1268,34,No,Sales,10 miles,Bachelors,Life Sciences,Very High,High,Divorced,"$4,001.00",1,Better,27/6/2006
1269,53,No,Research & Development,1 miles,Masters,Medical,Low,High,Married,"$12,965.00",4,Good,20/9/2018
1270,43,No,Human Resources,2 miles,Bachelors,Life Sciences,Medium,Very High,Single,"$3,539.00",0,Better,5/11/2012
1271,34,No,Sales,3 miles,College,Life Sciences,Very High,Very High,Single,"$6,029.00",5,Better,14/10/2019
1272,21,Yes,Sales,7 miles,Below College,Marketing,Medium,Medium,Single,"$2,679.00",1,Better,4/9/2020
1273,38,No,Research & Development,6 miles,College,Other,Very High,High,Married,"$3,702.00",1,Better,2/8/2016
1274,22,Yes,Research & Development,8 miles,Below College,Medical,High,Low,Married,"$2,398.00",1,Better,20/7/2020
1275,31,No,Sales,29 miles,Masters,Marketing,Low,Very High,Married,"$5,468.00",1,Better,18/11/2009
1276,51,No,Research & Development,3 miles,Bachelors,Technical Degree,Low,High,Married,"$13,116.00",2,Better,20/2/2019
1277,37,No,Sales,9 miles,College,Marketing,Medium,Medium,Married,"$4,189.00",1,Better,21/1/2016
1278,46,No,Research & Development,2 miles,Masters,Medical,High,Very High,Divorced,"$19,328.00",7,Better,28/11/2019
1279,36,No,Research & Development,10 miles,Bachelors,Life Sciences,Very High,Low,Married,"$8,321.00",7,Better,10/2/2009
1280,44,Yes,Research & Development,1 miles,College,Medical,High,Medium,Divorced,"$2,342.00",1,Good,12/10/2016
1281,37,No,Human Resources,8 miles,College,Other,High,Medium,Divorced,"$4,071.00",2,Good,3/1/2011
1282,35,Yes,Sales,27 miles,Bachelors,Life Sciences,High,Very High,Single,"$5,813.00",1,Better,19/3/2011
1283,33,No,Research & Development,8 miles,Masters,Life Sciences,Very High,Low,Married,"$3,143.00",6,Better,18/5/2011
1284,28,No,Research & Development,1 miles,Bachelors,Life Sciences,High,Very High,Married,"$2,044.00",1,Best,2/2/2016
1285,39,No,Research & Development,10 miles,Below College,Medical,High,High,Single,"$13,464.00",7,Better,9/2/2017
1286,46,No,Sales,26 miles,College,Life Sciences,Medium,Medium,Single,"$7,991.00",8,Better,11/8/2019
1287,40,No,Research & Development,2 miles,College,Life Sciences,High,Low,Married,"$3,377.00",4,Good,25/6/2017
1288,42,No,Research & Development,13 miles,Bachelors,Medical,Medium,Low,Married,"$5,538.00",5,Good,11/10/2021
1289,35,No,Research & Development,2 miles,College,Medical,Medium,Very High,Divorced,"$5,762.00",2,Better,21/1/2014
1290,38,No,Human Resources,2 miles,Bachelors,Human Resources,Low,Medium,Divorced,"$2,592.00",5,Better,10/6/2010
1291,34,Yes,Research & Development,9 miles,Masters,Life Sciences,Very High,Low,Married,"$5,346.00",4,Good,20/7/2014
1292,37,Yes,Research & Development,10 miles,Masters,Medical,Very High,Low,Single,"$4,213.00",1,Bad,26/1/2011
1293,39,No,Sales,20 miles,Bachelors,Life Sciences,High,Very High,Divorced,"$4,127.00",2,Better,25/9/2019
1294,43,No,Research & Development,9 miles,Bachelors,Life Sciences,Low,High,Single,"$2,438.00",4,Good,23/12/2018
1295,41,No,Research & Development,5 miles,Bachelors,Life Sciences,Medium,Medium,Single,"$6,870.00",3,Bad,2/12/2018
1296,41,No,Sales,4 miles,Below College,Marketing,High,High,Divorced,"$10,447.00",0,Best,2/12/1999
1297,30,No,Research & Development,10 miles,Bachelors,Medical,Low,High,Single,"$9,667.00",9,Better,21/7/2014
1298,26,Yes,Human Resources,20 miles,College,Medical,Very High,Medium,Married,"$2,148.00",0,Better,23/1/2016
1299,46,Yes,Research & Development,21 miles,College,Medical,Very High,Medium,Married,"$8,926.00",4,Best,2/10/2012
1300,40,No,Research & Development,1 miles,Bachelors,Life Sciences,High,Very High,Divorced,"$6,513.00",4,Better,4/10/2016
1301,34,No,Sales,8 miles,College,Technical Degree,Medium,High,Married,"$6,799.00",1,Better,8/4/2011
1302,58,No,Sales,2 miles,Bachelors,Medical,Medium,Medium,Divorced,"$16,291.00",4,Good,28/10/2005
1303,35,No,Research & Development,23 miles,Masters,Medical,Medium,High,Married,"$2,705.00",0,Best,13/4/2016
1304,47,No,Research & Development,4 miles,Bachelors,Life Sciences,High,Medium,Divorced,"$10,333.00",8,Better,5/4/1999
1305,40,No,Research & Development,12 miles,Bachelors,Life Sciences,Medium,Low,Divorced,"$4,448.00",2,Better,23/1/2014
1306,54,No,Research & Development,7 miles,Masters,Medical,Very High,Very High,Married,"$6,854.00",4,Good,21/8/2014
1307,31,No,Sales,7 miles,Masters,Marketing,Low,Low,Married,"$9,637.00",2,Better,11/12/2018
1308,28,No,Research & Development,1 miles,Bachelors,Medical,High,Low,Married,"$3,591.00",1,Better,13/3/2018
1309,38,No,Sales,2 miles,Masters,Marketing,Medium,Very High,Married,"$5,405.00",2,Good,18/1/2017
1310,26,No,Sales,10 miles,Bachelors,Medical,High,Very High,Single,"$4,684.00",1,Better,19/10/2016
1311,58,No,Research & Development,15 miles,Masters,Life Sciences,Low,High,Married,"$15,787.00",2,Better,17/9/2019
1312,18,No,Research & Development,14 miles,Bachelors,Medical,Medium,High,Single,"$1,514.00",1,Bad,5/12/2021
1313,31,Yes,Human Resources,18 miles,PhD,Human Resources,Very High,Low,Married,"$2,956.00",0,Better,20/3/2020
1314,29,Yes,Human Resources,13 miles,Bachelors,Human Resources,Low,Low,Divorced,"$2,335.00",4,Better,27/10/2019
1315,45,No,Sales,2 miles,Masters,Life Sciences,High,High,Married,"$5,154.00",4,Best,18/7/2013
1316,36,No,Research & Development,2 miles,Masters,Other,Very High,Medium,Married,"$6,962.00",4,Better,4/3/2020
1317,43,No,Sales,2 miles,Masters,Life Sciences,Low,Very High,Married,"$5,675.00",1,Better,13/5/2014
1318,27,No,Research & Development,5 miles,College,Life Sciences,Very High,Very High,Single,"$2,379.00",0,Good,5/4/2016
1319,29,No,Research & Development,20 miles,Below College,Medical,Very High,Very High,Married,"$3,812.00",1,Best,13/5/2010
1320,32,No,Sales,10 miles,Masters,Marketing,Very High,Very High,Single,"$4,648.00",8,Best,23/10/2021
1321,42,No,Research & Development,10 miles,Masters,Technical Degree,High,High,Married,"$2,936.00",3,Good,16/3/2015
1322,47,No,Research & Development,9 miles,Masters,Life Sciences,Medium,High,Single,"$2,105.00",4,Better,2/11/2019
1323,46,No,Research & Development,2 miles,College,Life Sciences,Very High,Very High,Divorced,"$8,578.00",3,Good,18/8/2012
1324,28,No,Human Resources,1 miles,College,Life Sciences,High,Very High,Divorced,"$2,706.00",1,Better,13/9/2018
1325,29,No,Research & Development,29 miles,Below College,Life Sciences,Very High,High,Divorced,"$6,384.00",8,Better,28/7/2014
1326,42,No,Research & Development,8 miles,Bachelors,Life Sciences,Very High,High,Single,"$3,968.00",4,Better,15/9/2021
1327,32,Yes,Sales,2 miles,Masters,Marketing,High,Medium,Single,"$9,907.00",7,Good,23/6/2019
1328,46,No,Sales,3 miles,Bachelors,Technical Degree,Low,Low,Divorced,"$13,225.00",2,Better,25/11/2002
1329,27,No,Sales,23 miles,Below College,Medical,Medium,High,Married,"$3,540.00",1,Better,27/7/2012
1330,29,No,Human Resources,6 miles,Below College,Medical,Very High,Medium,Married,"$2,804.00",1,Better,20/7/2020
1331,43,No,Research & Development,6 miles,Bachelors,Medical,Low,High,Married,"$19,392.00",7,Better,26/4/2005
1332,48,No,Research & Development,10 miles,Bachelors,Life Sciences,Very High,Medium,Married,"$19,665.00",4,Better,1/2/1999
1333,29,Yes,Research & Development,24 miles,College,Life Sciences,Very High,Very High,Single,"$2,439.00",1,Good,4/10/2020
1334,46,Yes,Sales,10 miles,Bachelors,Life Sciences,High,Medium,Married,"$7,314.00",5,Better,12/5/2013
1335,27,No,Research & Development,15 miles,Bachelors,Life Sciences,Very High,Low,Married,"$4,774.00",0,Good,10/7/2014
1336,39,No,Research & Development,19 miles,Masters,Other,Very High,Very High,Divorced,"$3,902.00",8,Better,14/12/2019
1337,55,No,Research & Development,2 miles,Masters,Technical Degree,Medium,Very High,Married,"$2,662.00",8,Best,1/5/2016
1338,28,No,Sales,3 miles,Bachelors,Medical,Medium,Medium,Married,"$2,856.00",1,Better,9/10/2020
1339,30,Yes,Sales,9 miles,Bachelors,Medical,Medium,Very High,Single,"$1,081.00",1,Good,9/11/2020
1340,22,Yes,Research & Development,7 miles,Below College,Life Sciences,Very High,Medium,Single,"$2,472.00",1,Better,1/8/2020
1341,36,No,Sales,10 miles,Masters,Technical Degree,Medium,High,Married,"$5,673.00",1,Better,24/10/2011
1342,31,No,Research & Development,20 miles,Bachelors,Life Sciences,Medium,High,Divorced,"$4,197.00",1,Better,2/1/2011
1343,34,No,Sales,4 miles,Bachelors,Life Sciences,High,Very High,Married,"$9,713.00",2,Better,28/9/2016
1344,29,No,Research & Development,7 miles,Bachelors,Life Sciences,Very High,Low,Single,"$2,062.00",3,Better,19/4/2018
1345,37,No,Research & Development,7 miles,Masters,Medical,Very High,Low,Married,"$4,284.00",5,Better,11/7/2016
1346,35,No,Research & Development,16 miles,College,Other,Very High,Medium,Married,"$4,788.00",0,Better,18/10/2018
1347,45,No,Research & Development,25 miles,College,Life Sciences,Medium,Very High,Married,"$5,906.00",0,Good,1/8/2012
1348,36,No,Human Resources,2 miles,Below College,Human Resources,Medium,Very High,Single,"$3,886.00",1,Good,16/1/2011
1349,40,No,Research & Development,1 miles,Masters,Life Sciences,Low,Low,Divorced,"$16,823.00",2,Better,12/12/2002
1350,26,No,Research & Development,1 miles,College,Life Sciences,Medium,High,Married,"$2,933.00",1,Good,26/2/2020
1351,27,No,Sales,2 miles,College,Medical,Low,High,Single,"$6,500.00",0,Good,27/7/2013
1352,48,No,Research & Development,22 miles,Bachelors,Medical,Very High,Very High,Divorced,"$17,174.00",3,Better,22/5/1999
1353,44,No,Research & Development,1 miles,Masters,Life Sciences,Medium,Low,Married,"$5,033.00",2,Better,13/8/2019
1354,34,Yes,Research & Development,16 miles,Masters,Technical Degree,Very High,Low,Married,"$2,307.00",1,Better,25/1/2016
1355,56,Yes,Research & Development,24 miles,College,Life Sciences,Low,Very High,Single,"$2,587.00",1,Better,4/10/2017
1356,36,No,Sales,17 miles,College,Marketing,High,Medium,Married,"$5,507.00",2,Bad,26/11/2017
1357,41,No,Sales,8 miles,Bachelors,Marketing,High,Medium,Married,"$4,393.00",5,Better,22/11/2016
1358,42,No,Research & Development,6 miles,Bachelors,Medical,High,Low,Married,"$13,348.00",9,Best,25/10/2008
1359,31,No,Sales,10 miles,College,Medical,High,Very High,Divorced,"$6,583.00",2,Better,1/3/2016
1360,34,No,Sales,3 miles,Below College,Medical,Very High,Very High,Married,"$8,103.00",3,Good,22/2/2017
1361,31,No,Research & Development,4 miles,Bachelors,Medical,Low,High,Divorced,"$3,978.00",8,Good,3/4/2019
1362,26,No,Research & Development,6 miles,Bachelors,Other,High,Very High,Married,"$2,544.00",0,Better,13/5/2014
1363,45,No,Research & Development,1 miles,Masters,Medical,Medium,High,Single,"$5,399.00",4,Better,6/10/2017
1364,33,No,Sales,10 miles,Masters,Marketing,Medium,High,Single,"$5,487.00",1,Good,19/2/2011
1365,28,No,Sales,1 miles,College,Life Sciences,High,Very High,Married,"$6,834.00",1,Better,24/2/2014
1366,29,Yes,Sales,24 miles,Bachelors,Technical Degree,High,Low,Single,"$1,091.00",1,Better,1/2/2020
1367,39,No,Sales,21 miles,Masters,Life Sciences,Low,High,Married,"$5,736.00",6,Better,25/5/2018
1368,27,No,Research & Development,2 miles,Masters,Technical Degree,Medium,Medium,Married,"$2,226.00",1,Good,19/6/2016
1369,34,No,Research & Development,22 miles,Masters,Other,High,Very High,Married,"$5,747.00",1,Better,4/9/2006
1370,28,Yes,Sales,13 miles,College,Marketing,Very High,High,Single,"$9,854.00",3,Better,21/3/2019
1371,47,No,Research & Development,14 miles,Masters,Technical Degree,High,Medium,Married,"$5,467.00",8,Best,13/2/2013
1372,56,No,Sales,11 miles,PhD,Marketing,Very High,Low,Married,"$5,380.00",4,Better,27/10/2021
1373,39,No,Research & Development,9 miles,College,Medical,Low,Low,Married,"$5,151.00",1,Better,16/3/2011
1374,38,No,Research & Development,8 miles,Bachelors,Medical,Very High,Medium,Divorced,"$2,133.00",1,Better,27/7/2001
1375,58,No,Sales,21 miles,Bachelors,Life Sciences,Very High,Very High,Married,"$17,875.00",4,Good,21/6/2020
1376,32,Yes,Research & Development,5 miles,College,Life Sciences,Low,High,Single,"$2,432.00",3,Better,13/5/2017
1377,38,No,Research & Development,9 miles,College,Life Sciences,Medium,Very High,Divorced,"$4,771.00",2,Best,19/4/2016
1378,49,No,Research & Development,2 miles,Below College,Life Sciences,Medium,Very High,Married,"$19,161.00",3,Better,17/2/2016
1379,42,No,Sales,12 miles,Masters,Marketing,Medium,Very High,Divorced,"$5,087.00",3,Better,11/7/2021
1380,27,Yes,Human Resources,22 miles,Bachelors,Human Resources,Low,Medium,Married,"$2,863.00",1,Better,14/12/2020
1381,35,No,Sales,18 miles,Masters,Medical,Medium,Low,Married,"$5,561.00",0,Bad,12/4/2016
1382,28,No,Research & Development,16 miles,Bachelors,Medical,High,High,Single,"$2,144.00",1,Good,8/7/2016
1383,31,No,Research & Development,3 miles,College,Medical,High,Low,Divorced,"$3,065.00",1,Best,5/4/2017
1384,36,No,Research & Development,9 miles,Masters,Life Sciences,Low,Medium,Married,"$2,810.00",1,Better,11/7/2016
1385,34,No,Sales,1 miles,Bachelors,Marketing,Low,Very High,Single,"$9,888.00",1,Good,27/5/2007
1386,34,No,Sales,13 miles,Masters,Medical,Very High,High,Divorced,"$8,628.00",1,Good,13/8/2013
1387,26,No,Research & Development,1 miles,Bachelors,Medical,High,Low,Single,"$2,867.00",0,Good,20/11/2014
1388,29,No,Research & Development,1 miles,Bachelors,Life Sciences,Low,Low,Married,"$5,373.00",0,Good,9/9/2016
1389,32,No,Research & Development,15 miles,Masters,Medical,High,Very High,Divorced,"$6,667.00",5,Better,16/3/2016
1390,31,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,Low,Married,"$5,003.00",1,Better,28/5/2011
1391,28,Yes,Research & Development,17 miles,Bachelors,Technical Degree,High,Very High,Divorced,"$2,367.00",5,Good,24/9/2017
1392,38,No,Sales,1 miles,Bachelors,Life Sciences,Low,Low,Single,"$2,858.00",4,Good,6/7/2020
1393,35,No,Sales,7 miles,Masters,Life Sciences,High,Very High,Married,"$5,204.00",1,Better,9/8/2011
1394,27,No,Sales,9 miles,Bachelors,Marketing,Very High,Very High,Single,"$4,105.00",1,Better,21/1/2014
1395,32,No,Research & Development,5 miles,Masters,Life Sciences,Very High,Very High,Single,"$9,679.00",8,Better,4/11/2020
1396,31,Yes,Sales,26 miles,Masters,Marketing,Low,Very High,Married,"$5,617.00",1,Better,9/12/2011
1397,53,Yes,Sales,24 miles,Masters,Life Sciences,Low,Low,Single,"$10,448.00",6,Good,25/1/2019
1398,54,No,Research & Development,9 miles,College,Life Sciences,Low,High,Married,"$2,897.00",3,Good,2/12/2017
1399,33,No,Research & Development,7 miles,College,Life Sciences,Very High,High,Divorced,"$5,968.00",1,Better,25/9/2012
1400,43,No,Research & Development,11 miles,Bachelors,Life Sciences,Low,High,Married,"$7,510.00",1,Better,25/5/2011
1401,38,No,Human Resources,1 miles,Masters,Other,Very High,Medium,Married,"$2,991.00",0,Better,3/10/2015
1402,55,No,Human Resources,26 miles,Masters,Human Resources,High,Medium,Married,"$19,636.00",4,Better,15/6/2011
1403,31,No,Research & Development,2 miles,Below College,Medical,Very High,Very High,Divorced,"$1,129.00",1,Better,11/11/2020
1404,39,No,Sales,15 miles,Masters,Marketing,Medium,Low,Single,"$13,341.00",0,Better,26/5/2001
1405,42,No,Research & Development,23 miles,College,Life Sciences,Very High,High,Single,"$4,332.00",1,Better,8/10/2001
1406,31,No,Research & Development,10 miles,Bachelors,Medical,High,High,Married,"$11,031.00",4,Best,25/7/2010
1407,54,No,Research & Development,10 miles,Bachelors,Medical,High,Low,Single,"$4,440.00",6,Better,22/11/2016
1408,24,No,Research & Development,1 miles,College,Life Sciences,Medium,High,Single,"$4,617.00",1,Good,21/3/2017
1409,23,No,Research & Development,12 miles,College,Other,Very High,Very High,Single,"$2,647.00",1,Best,16/1/2016
1410,40,No,Research & Development,11 miles,Bachelors,Technical Degree,Very High,High,Married,"$6,323.00",1,Best,13/4/2011
1411,40,No,Sales,2 miles,College,Marketing,Medium,Medium,Married,"$5,677.00",3,Better,14/1/2010
1412,25,No,Human Resources,2 miles,Bachelors,Human Resources,High,Medium,Married,"$2,187.00",4,Better,6/6/2019
1413,30,No,Research & Development,1 miles,College,Medical,Very High,Medium,Married,"$3,748.00",1,Good,13/4/2009
1414,25,No,Research & Development,2 miles,Below College,Other,Very High,High,Divorced,"$3,977.00",6,Good,28/5/2019
1415,47,No,Research & Development,25 miles,Bachelors,Medical,Low,High,Single,"$8,633.00",2,Better,25/4/2004
1416,33,No,Research & Development,1 miles,College,Medical,Medium,High,Divorced,"$2,008.00",1,Good,13/8/2020
1417,38,No,Sales,1 miles,Masters,Life Sciences,Very High,Medium,Married,"$4,440.00",0,Better,21/7/2006
1418,31,No,Sales,2 miles,College,Life Sciences,Low,High,Married,"$3,067.00",0,Better,18/8/2019
1419,38,No,Research & Development,6 miles,Masters,Life Sciences,Low,High,Married,"$5,321.00",2,Better,7/6/2013
1420,42,No,Research & Development,18 miles,Masters,Life Sciences,Very High,Low,Divorced,"$5,410.00",6,Good,2/11/2017
1421,41,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,Very High,Married,"$2,782.00",3,Better,28/12/2016
1422,47,No,Research & Development,1 miles,Below College,Medical,High,Medium,Married,"$11,957.00",0,Bad,16/12/2008
1423,35,No,Research & Development,11 miles,Masters,Medical,Very High,High,Married,"$2,660.00",7,Better,27/3/2019
1424,22,No,Research & Development,1 miles,College,Life Sciences,Very High,High,Single,"$3,375.00",0,Best,19/6/2018
1425,35,No,Research & Development,9 miles,Masters,Medical,Medium,High,Single,"$5,098.00",1,Better,4/6/2011
1426,33,No,Research & Development,15 miles,College,Medical,Medium,Very High,Married,"$4,878.00",0,Better,25/3/2012
1427,32,No,Research & Development,29 miles,Masters,Life Sciences,High,Medium,Single,"$2,837.00",1,Better,24/9/2015
1428,40,No,Research & Development,1 miles,Masters,Life Sciences,Low,Very High,Married,"$2,406.00",8,Good,20/6/2020
1429,32,No,Sales,1 miles,Masters,Medical,Medium,Medium,Married,"$2,269.00",0,Better,27/11/2019
1430,39,No,Research & Development,24 miles,Below College,Life Sciences,Low,Very High,Single,"$4,108.00",7,Better,6/9/2014
1431,38,No,Research & Development,10 miles,Bachelors,Medical,Medium,High,Married,"$13,206.00",3,Better,14/12/2003
1432,32,No,Sales,1 miles,Masters,Marketing,High,Very High,Married,"$10,422.00",1,Better,22/6/2007
1433,37,No,Research & Development,10 miles,Bachelors,Life Sciences,High,Very High,Married,"$13,744.00",1,Better,4/7/2005
1434,25,No,Sales,8 miles,College,Other,Low,High,Divorced,"$4,907.00",0,Good,3/7/2016
1435,52,No,Sales,29 miles,Masters,Life Sciences,Low,Very High,Divorced,"$3,482.00",2,Good,7/5/2012
1436,44,No,Research & Development,1 miles,Bachelors,Medical,Medium,Very High,Single,"$2,436.00",6,Better,11/2/2017
1437,21,No,Sales,5 miles,Below College,Medical,High,Low,Single,"$2,380.00",1,Better,8/10/2019
1438,39,No,Research & Development,9 miles,Bachelors,Life Sciences,Very High,Very High,Single,"$19,431.00",2,Good,10/1/2015
1439,23,Yes,Sales,9 miles,Bachelors,Marketing,Very High,Low,Married,"$1,790.00",1,Good,8/5/2020
1440,36,No,Sales,3 miles,Bachelors,Medical,Low,Very High,Married,"$7,644.00",0,Better,5/4/2012
1441,36,No,Research & Development,4 miles,College,Life Sciences,Very High,Medium,Divorced,"$5,131.00",7,Better,27/7/2017
1442,56,No,Research & Development,1 miles,Masters,Life Sciences,High,High,Divorced,"$6,306.00",1,Good,20/3/2008
1443,29,Yes,Research & Development,1 miles,Masters,Medical,Low,Very High,Married,"$4,787.00",9,Best,9/3/2019
1444,42,No,Research & Development,2 miles,Bachelors,Life Sciences,Low,High,Married,"$18,880.00",5,Good,19/1/1999
1445,56,Yes,Research & Development,7 miles,College,Technical Degree,Very High,High,Married,"$2,339.00",8,Bad,27/4/2011
1446,41,No,Research & Development,28 miles,Masters,Life Sciences,Low,Medium,Married,"$13,570.00",0,Better,11/7/2001
1447,34,No,Sales,28 miles,Bachelors,Marketing,Very High,High,Married,"$6,712.00",1,Better,2/10/2013
1448,36,No,Sales,15 miles,Masters,Marketing,Very High,Very High,Divorced,"$5,406.00",1,Good,13/4/2006
1449,41,No,Sales,3 miles,Bachelors,Life Sciences,High,Medium,Divorced,"$8,938.00",2,Better,5/1/2016
1450,32,No,Research & Development,2 miles,Bachelors,Technical Degree,Very High,Low,Single,"$2,439.00",1,Better,20/10/2017
1451,35,No,Human Resources,26 miles,Masters,Life Sciences,High,Very High,Single,"$8,837.00",1,Better,20/2/2012
1452,38,No,Sales,10 miles,College,Life Sciences,Low,Very High,Married,"$5,343.00",1,Better,20/5/2011
1453,50,Yes,Sales,1 miles,Masters,Life Sciences,Medium,High,Divorced,"$6,728.00",7,Better,10/9/2015
1454,36,No,Sales,11 miles,Masters,Marketing,Medium,Very High,Married,"$6,652.00",4,Good,3/4/2015
1455,45,No,Sales,20 miles,Bachelors,Life Sciences,Very High,High,Single,"$4,850.00",8,Better,17/10/2016
1456,40,No,Research & Development,2 miles,Masters,Life Sciences,High,High,Single,"$2,809.00",2,Better,6/1/2019
1457,35,No,Research & Development,18 miles,Masters,Life Sciences,High,High,Married,"$5,689.00",1,Best,10/8/2011
1458,40,No,Research & Development,2 miles,Masters,Medical,High,High,Married,"$2,001.00",2,Better,25/11/2016
1459,35,No,Research & Development,1 miles,Masters,Life Sciences,High,Very High,Married,"$2,977.00",1,Better,7/6/2017
1460,29,No,Research & Development,13 miles,College,Other,Very High,Medium,Married,"$4,025.00",4,Better,12/3/2017
1461,29,No,Research & Development,28 miles,Masters,Medical,Very High,Low,Single,"$3,785.00",1,Bad,23/9/2016
1462,50,Yes,Sales,28 miles,Bachelors,Marketing,Very High,Low,Divorced,"$10,854.00",4,Better,13/8/2018
